house,state,mp_name,allocated_amount,constituency,elected_nominated,total_calamity_donated,calamity_count,true_budget
LS,Tamil Nadu,V S Matheswaran,162539930.11,NAMAKKAL,,0.0,0,162539930.11
LS,Karnataka,V. Somanna,147000000.0,TUMKUR,,0.0,0,147000000.0
LS,Puducherry,Vaithilingam Ve,209368972.11,Puducherry,,0.0,0,209368972.11
LS,Telangana,Vamsi Krishna Gaddam,148451721.11,PEDDAPALLE,,0.0,0,148451721.11
LS,Haryana,Varun Chaudhry,255454264.0,AMBALA (SC),,0.0,0,255454264.0
LS,Kerala,Vellalath Kochukrishnan Nair Sreekandan,167807990.11,PALAKKAD,,0.0,0,167807990.11
LS,Chhattisgarh,Vijay Baghel,147000000.0,DURG,,0.0,0,147000000.0
LS,Uttar Pradesh,Vijay Kumar Dubey,148900000.0,KUSHI NAGAR,,0.0,0,148900000.0
LS,Jharkhand,Vijay Kumar Hansdak,147223957.11,RAJMAHAL(ST),,0.0,0,147223957.11
LS,Bihar,Vijaylakshmi Devi,147000000.0,SIWAN,,0.0,0,147000000.0
LS,Gujarat,Vinod Chavda,147000000.0,KACHCHH(SC),,0.0,0,147000000.0
LS,Uttar Pradesh,Vinod Kumar Bind,147000000.0,BHADOHI,,0.0,0,147000000.0
LS,Madhya Pradesh,Virendra Kumar,147000000.0,TIKAMGARH(SC),,0.0,0,147000000.0
LS,Uttar Pradesh,Virendra Singh,147000000.0,CHANDAULI,,0.0,0,147000000.0
LS,Maharashtra,Vishal,147000000.0,SANGLI,,0.0,0,147000000.0
LS,Jharkhand,Vishnu Dayal Ram,158176083.11,PALAMU(SC),,0.0,0,158176083.11
LS,Madhya Pradesh,Vishnu Dutt Sharma,147000000.0,KHAJURAHO,,0.0,0,147000000.0
LS,Karnataka,Vishweshwar Hegde Kageri,147000000.0,UTTARA KANNADA,,0.0,0,147000000.0
LS,Bihar,Vivek Thakur,147000000.0,NAWADA,,0.0,0,147000000.0
LS,Andhra Pradesh,Y S Avinash Reddy,156430260.11,KADAPA,,0.0,0,156430260.11
LS,Karnataka,Yaduveer Krishnadatta Chamaraja Wadiyar,147000000.0,MYSORE,,0.0,0,147000000.0
LS,Delhi,Yogendra Chandoliya,147876307.0,NORTH WEST DELHI(SC),,0.0,0,147876307.0
LS,Uttar Pradesh,Zia Ur Rehman,147000000.0,SAMBHAL,,0.0,0,147000000.0
RS,Telangana,Dr. Abhishek Manu Singhvi,73421449.0,,Elected MP,0.0,0,73421449.0
RS,Maharashtra,Dr. Ajeet Madhavrao Gopchade,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Rajasthan,Dr. Alka Singh,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Tamil Nadu,Dr. Anbumani Ramadoss,49356476.5,,Elected MP,0.0,0,49356476.5
RS,Maharashtra,Dr. Anil Sukhdeorao Bonde,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Punjab,Dr. Ashok Kumar Mittal,222487632.14,,Elected MP,10000000.0,1,212487632.14
RS,Bihar,Dr. Bhim Singh,186200000.0,,Elected MP,0.0,0,186200000.0
RS,Karnataka,Dr. Dharmasthala Veerendra Heggade,196063957.11,,Nominated MP,0.0,0,196063957.11
RS,Bihar,Dr. Dharmshila Gupta,186200000.0,,Elected MP,0.0,0,186200000.0
RS,Uttar Pradesh,Dr. Dinesh Sharma,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Bihar,Dr. Faiyaz Ahmad,235263957.11,,Elected MP,0.0,0,235263957.11
RS,Kerala,Dr. John Brittas,245063957.11,,Elected MP,10000000.0,2,235063957.11
RS,Maharashtra,Dr. Jyoti Nagnath Waghmare,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Dr. K. Laxman,197637007.11,,Elected MP,0.0,0,197637007.11
RS,Uttarakhand,Dr. Kalpana Saini,200830405.8,,Elected MP,0.0,0,200830405.8
RS,Madhya Pradesh,Dr. Kavita Patidar,197118521.35,,Elected MP,0.0,0,197118521.35
RS,Madhya Pradesh,Dr. L. Murugan,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Uttar Pradesh,Dr. Laxmikant Bajpayee,196000000.0,,Elected MP,0.0,0,196000000.0
RS,Tamil Nadu,Dr. M. Dhanapal,89248285.42,,Elected MP,0.0,0,89248285.42
RS,Tamil Nadu,Dr. M. Thambi Durai,49356476.5,,Elected MP,0.0,0,49356476.5
RS,Maharashtra,Dr. Medha Vishram Kulkarni,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Delhi,Dr. Meenakshi Jain,73500000.0,,Nominated MP,0.0,0,73500000.0
RS,Gujarat,Dr. Mukeshbhai J. Rathwa,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Gujarat,Dr. Parmar Jashvantsinh Salamsinh,147000000.0,,Elected MP,2500000.0,1,144500000.0
RS,Uttar Pradesh,Dr. Radha Mohan Das Agrawal,203626524.67,,Elected MP,0.0,0,203626524.67
RS,Punjab,Dr. Sandeep Kumar Pathak,232203454.24,,Elected MP,10000000.0,1,222203454.24
RS,Uttar Pradesh,Dr. Sangeeta Balwant,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Odisha,Dr. Santrupt Misra,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Jharkhand,Dr. Sarfraz Ahmad,178564551.09,,Elected MP,0.0,0,178564551.09
RS,Odisha,Dr. Sasmit Patra,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Rajasthan,Dr. Satish Poonia,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Himachal Pradesh,Dr. Sikander Kumar,207863957.11,,Elected MP,0.0,0,207863957.11
RS,Uttar Pradesh,Dr. Sudhanshu Trivedi,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Karnataka,Dr. Syed Naseer Hussain,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Kerala,Dr. V. Sivadasan,276720323.27,,Elected MP,2500000.0,1,274220323.27
RS,Punjab,Dr. Vikramjit Singh Sahney,198656208.57,,Elected MP,10000000.0,1,188656208.57
RS,West Bengal,Ms. Dola Sen,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Delhi,Ms. Swati Maliwal,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Bihar,Prof. Manoj Kumar Jha,191620112.11,,Elected MP,0.0,0,191620112.11
RS,Uttar Pradesh,Prof. Ram Gopal Yadav,221271395.11,,Elected MP,0.0,0,221271395.11
RS,Kerala,Shri A. A. Rahim,220563957.11,,Elected MP,2500000.0,1,218063957.11
RS,Kerala,Shri Abdul Wahab,310898953.29,,Elected MP,1000000.0,1,309898953.29
RS,Jharkhand,Shri Aditya Prasad,227628508.2,,Elected MP,0.0,0,227628508.2
RS,Karnataka,Shri Ajay Makan,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Bihar,Shri Akhilesh Prasad Singh,186200000.0,,Elected MP,0.0,0,186200000.0
RS,Uttar Pradesh,Shri Amar Pal Maurya,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Telangana,Shri Anil Kumar Yadav Mandadi,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Himachal Pradesh,Shri Anurag Sharma,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Shri Arun Singh,223492764.11,,Elected MP,0.0,0,223492764.11
RS,Madhya Pradesh,Shri Ashok Singh,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Maharashtra,Shri Ashokrao Shankarrao Chavan,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Odisha,Shri Ashwini Vaishnaw,265563957.11,,Elected MP,0.0,0,265563957.11
RS,Telangana,Shri B. Parthasaradhi Reddy,244365104.0,,Elected MP,0.0,0,244365104.0
RS,Uttar Pradesh,Shri B.L. Verma,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Gujarat,Shri Babubhai Jesangbhai Desai,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Uttar Pradesh,Shri Baburam Nishad,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Jharkhand,Shri Baidyanath Ram,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Madhya Pradesh,Shri Balyogi Umeshnath,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Madhya Pradesh,Shri Banshilal Gurjar,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Andhra Pradesh,Shri Bhashyam Rama Krishna,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Assam,Shri Birendra Prasad Baishya,98000000.0,,Elected MP,0.0,0,98000000.0
RS,Uttar Pradesh,Shri Brij Lal,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Kerala,Shri C. Sadanandan Master,73500000.0,,Nominated MP,0.0,0,73500000.0
RS,Maharashtra,Shri Chandrakant Damodar Handore,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Jammu And Kashmir,Shri Chowdry Mohammad Ramzan,73500000.0,,Elected MP,0.0,0,73500000.0
RS,Tamil Nadu,Shri Christopher Manickam,49356476.5,,Elected MP,0.0,0,49356476.5
RS,Rajasthan,Shri Chunnilal Garasiya,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Tamil Nadu,Shri Constandine Ravindran,49356476.5,,Elected MP,0.0,0,49356476.5
RS,Telangana,Shri Damodar Rao Divakonda,239919406.11,,Elected MP,0.0,0,239919406.11
RS,Odisha,Shri Debashish Samantaray,23800006.0,,Elected MP,0.0,0,23800006.0
RS,West Bengal,Shri Derek O' Brien,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Chhattisgarh,Shri Devendra Pratap Singh,170837637.76,,Elected MP,0.0,0,170837637.76
RS,Maharashtra,Shri Dhananjay Bhimrao Mahadik,220383643.11,,Elected MP,0.0,0,220383643.11
RS,Odisha,Shri Dilip Kumar Ray,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Sikkim,Shri Dorjee Tshering Lepcha,150170726.11,,Elected MP,0.0,0,150170726.11
RS,Karnataka,Shri G.C. Chandrashekhar,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Rajasthan,Shri Ghanshyam Tiwari,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Andhra Pradesh,Shri Golla Baburao,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Gujarat,Shri Govindbhai Laljibhai Dholakia,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Jammu And Kashmir,Shri Gulam Ali,196063957.11,,Nominated MP,0.0,0,196063957.11
RS,Jammu And Kashmir,Shri Gurwinder Singh Oberoi,73500000.0,,Elected MP,0.0,0,73500000.0
RS,Punjab,Shri Harbhajan Singh,220984094.27,,Elected MP,10000000.0,1,210984094.27
RS,Uttar Pradesh,Shri Hardeep Singh Puri,226801049.11,,Elected MP,10000000.0,1,216801049.11
RS,Kerala,Shri Haris Beeran,122500000.0,,Elected MP,0.0,0,122500000.0
RS,Himachal Pradesh,Shri Harsh Mahajan,147000000.0,,Elected MP,0.0,0,147000000.0
RS,West Bengal,Shri Harsh Vardhan Shringla,73500000.0,,Nominated MP,0.0,0,73500000.0
RS,Tamil Nadu,Shri I.S. Inbadurai,89248285.42,,Elected MP,0.0,0,89248285.42
RS,Tamil Nadu,Shri Ilaiyaraaja,220563957.11,,Nominated MP,0.0,0,220563957.11
RS,Maharashtra,Shri Imran Pratapgarhi,196000000.0,,Elected MP,0.0,0,196000000.0
RS,Gujarat,Shri Jagat Prakash Nadda,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Karnataka,Shri Jaggesh,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Karnataka,Shri Jairam Ramesh,220563957.11,,Elected MP,0.0,0,220563957.11
RS,Meghalaya,Shri James Pangsang Kongkal Sangma,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Shri Javed Ali Khan,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Uttar Pradesh,Shri Jayant Chaudhary,214074707.67,,Elected MP,0.0,0,214074707.67
RS,Assam,Shri Jogen Mohan,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Kerala,Shri Jose K. Mani,122500000.0,,Elected MP,2500000.0,1,120000000.0
RS,Tamil Nadu,Shri K.R.N. Rajeshkumar,238513975.53,,Elected MP,0.0,0,238513975.53
RS,Tamil Nadu,Shri Kamal Haasan,89248285.42,,Elected MP,0.0,0,89248285.42
RS,Assam,Shri Kanad Purkayastha,98000000.0,,Elected MP,0.0,0,98000000.0
RS,Uttar Pradesh,Shri Kapil Sibal,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Haryana,Shri Karamvir Singh Singh Boudh,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Haryana,Shri Kartikeya Sharma,196000000.0,,Elected MP,0.0,0,196000000.0
RS,Gujarat,Shri Kesridevsinh Jhala,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Mizoram,Shri Khiangte Laltluangkima,24500000.0,,Elected MP,0.0,0,24500000.0
RS,Bihar,Shri Khiru Mahto,235770091.81,,Elected MP,0.0,0,235770091.81
RS,Tamil Nadu,Shri L. K. Sudhish,49356476.5,,Elected MP,0.0,0,49356476.5
RS,Karnataka,Shri Lahar Singh Siroya,206278088.11,,Elected MP,0.0,0,206278088.11
RS,Andhra Pradesh,Shri Lingamaneni Ramesh,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Karnataka,Shri M. Nagaraja,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Rajasthan,Shri Madan Rathore,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Uttarakhand,Shri Mahendra Bhatt,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Madhya Pradesh,Shri Mahesh Kewat,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Karnataka,Shri Mallikarjun Kharge,49063957.11,,Elected MP,0.0,0,49063957.11
RS,Bihar,Shri Manan Kumar Mishra,235263957.11,,Elected MP,0.0,0,235263957.11
RS,Odisha,Shri Manas Ranjan Mangaraj,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Odisha,Shri Manmohan Samal,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Karnataka,Shri Mansoor Ali Khan,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Andhra Pradesh,Shri Masthan Rao Yadav Beedha,171296045.11,,Elected MP,0.0,0,171296045.11
RS,Gujarat,Shri Mayankkumar Nayak,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Andhra Pradesh,Shri Meda Raghunadha Reddy,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Maharashtra,Shri Milind Murli Deora,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Uttar Pradesh,Shri Mithlesh Kumar,196063957.11,,Elected MP,0.0,0,196063957.11
RS,West Bengal,Shri Mohammed Nadimul Haque,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Rajasthan,Shri Mukul Wasnik,196063957.11,,Elected MP,0.0,0,196063957.11
RS,West Bengal,Shri Nagendra Ray,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Delhi,Shri Narain Dass Gupta,160837070.0,,Elected MP,10000000.0,2,150837070.0
RS,Karnataka,Shri Narayanasa K. Bhandage,147450000.0,,Elected MP,0.0,0,147450000.0
RS,Uttarakhand,Shri Naresh Bansal,222043184.71,,Elected MP,0.0,0,222043184.71
RS,Uttar Pradesh,Shri Naveen Jain,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Rajasthan,Shri Neeraj Dangi,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Shri Neeraj Shekhar,236483662.11,,Elected MP,0.0,0,236483662.11
RS,Maharashtra,Shri Nitin Laxmanrao Jadhav Patil,122500000.0,,Elected MP,0.0,0,122500000.0
RS,Bihar,Shri Nitin Nabin,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Tamil Nadu,Shri P. Chidambaram,236312242.52,,Elected MP,0.0,0,236312242.52
RS,Kerala,Shri P. P. Suneer,122500000.0,,Elected MP,10000000.0,2,112500000.0
RS,Tamil Nadu,Shri P. Wilson,89248285.42,,Elected MP,0.0,0,89248285.42
RS,Assam,Shri Pabitra Margherita,220563957.11,,Elected MP,0.0,0,220563957.11
RS,Andhra Pradesh,Shri Paka Venkata Satyanarayana,98000000.0,,Elected MP,0.0,0,98000000.0
RS,Maharashtra,Shri Parth Ajit Pawar,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Karnataka,Shri Pawan Khera,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Jharkhand,Shri Pradip Kumar Varma,178564551.09,,Elected MP,0.0,0,178564551.09
RS,Maharashtra,Shri Praful Patel,147000000.0,,Elected MP,0.0,0,147000000.0
RS,West Bengal,Shri Prakash Chik Baraik,49662892.0,,Elected MP,0.0,0,49662892.0
RS,Assam,Shri Pramod Boro,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Rajasthan,Shri Pramod Tiwari,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Tamil Nadu,Shri Praveen Chakravarthy,49356476.5,,Elected MP,0.0,0,49356476.5
RS,Tamil Nadu,Shri R. Dharmar,260812242.52,,Elected MP,0.0,0,260812242.52
RS,Tamil Nadu,Shri R. Girirajan,236312242.52,,Elected MP,0.0,0,236312242.52
RS,Punjab,Shri Raghav Chadha,237229207.25,,Elected MP,0.0,0,237229207.25
RS,West Bengal,Shri Rajeev Kumar,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Chhattisgarh,Shri Rajeev Shukla,271174394.23,,Elected MP,0.0,0,271174394.23
RS,Gujarat,Shri Rajesh Parmanand Shukla,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Tripura,Shri Rajib Bhattacharjee,122500000.0,,Elected MP,0.0,0,122500000.0
RS,Punjab,Shri Rajinder Gupta,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Madhya Pradesh,Shri Rajneesh Kumar Agrawal,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Bihar,Shri Ram Nath Thakur,65673638.73,,Elected MP,0.0,0,65673638.73
RS,Maharashtra,Shri Ramdas Bandu Athawale,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Shri Ramji,174518577.11,,Elected MP,0.0,0,174518577.11
RS,Uttar Pradesh,Shri Ramji Lal Suman,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Maharashtra,Shri Ramrao Sakharam Wadkute,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Rajasthan,Shri Randeep Singh Surjewala,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Uttar Pradesh,Shri Ratanjit Pratap Narain Singh,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Telangana,Shri Ravi Chandra Vaddiraju,152732534.11,,Elected MP,0.0,0,152732534.11
RS,Assam,Shri Rwngwra Narzary,220563957.11,,Elected MP,0.0,0,220563957.11
RS,Andhra Pradesh,Shri Ryaga Krishnaiah,170413583.79,,Elected MP,0.0,0,170413583.79
RS,Andhra Pradesh,Shri S Niranjan Reddy,224621383.11,,Elected MP,0.0,0,224621383.11
RS,Gujarat,Shri S. Jaishankar,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Tamil Nadu,Shri S. Kalyanasundaram,239763792.52,,Elected MP,0.0,0,239763792.52
RS,Puducherry,Shri S. Selvaganabathy,292881856.49,,Elected MP,0.0,0,292881856.49
RS,Tamil Nadu,Shri S.R. Sivalingam,89248285.42,,Elected MP,0.0,0,89248285.42
RS,Goa,Shri Sadanand Mhalu Shet Tanavade,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Jammu And Kashmir,Shri Sajjad Ahmad Kichloo,73500000.0,,Elected MP,0.0,0,73500000.0
RS,West Bengal,Shri Samik Bhattacharya,147000000.0,,Elected MP,0.0,0,147000000.0
RS,West Bengal,Shri Samirul Islam,171500000.0,,Elected MP,0.0,0,171500000.0
RS,Andhra Pradesh,Shri Sana Sathish Babu,49063978.0,,Elected MP,0.0,0,49063978.0
RS,Kerala,Shri Sandosh Kumar P,220563957.11,,Elected MP,2500000.0,1,218063957.11
RS,Haryana,Shri Sanjay Bhatia,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Bihar,Shri Sanjay Kumar Jha,186200000.0,,Elected MP,0.0,0,186200000.0
RS,Maharashtra,Shri Sanjay Raut,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Uttar Pradesh,Shri Sanjay Seth,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Delhi,Shri Sanjay Singh,184466426.11,,Elected MP,10000000.0,1,174466426.11
RS,Bihar,Shri Sanjay Yadav,186200000.0,,Elected MP,0.0,0,186200000.0
RS,Punjab,Shri Sant Balbir Singh,196359074.44000003,,Elected MP,0.0,0,196359074.44000003
RS,Jammu And Kashmir,Shri Sat Paul Sharma,73500000.0,,Elected MP,0.0,0,73500000.0
RS,Bihar,Shri Satish Chandra Dubey,235263957.11,,Elected MP,0.0,0,235263957.11
RS,Chandigarh,Shri Satnam Singh Sandhu,147000000.0,,Nominated MP,0.0,0,147000000.0
RS,Bihar,Shri Shambhu Sharan Patel,237168443.49,,Elected MP,0.0,0,237168443.49
RS,Bihar,Shri Shivesh Kumar,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Haryana,Shri Subhash Barala,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Odisha,Shri Subhasish Khuntia,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Odisha,Shri Sujeet Kumar,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Shri Surendra Singh Nagar,220563957.11,,Elected MP,0.0,0,220563957.11
RS,Arunachal Pradesh,Shri Tai Tagak,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Madhya Pradesh,Shri Tarun Chugh,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Shri Tejveer Singh,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Assam,Shri Terash Gowalla,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Tamil Nadu,Shri Tiruchi Siva,49356476.5,,Elected MP,0.0,0,49356476.5
RS,Maharashtra,Shri Ujjwal Deorao Nikam,73500000.0,,Nominated MP,0.0,0,73500000.0
RS,Bihar,Shri Upendra Kushwaha,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Andhra Pradesh,Shri V. Vijayendra Prasad,196063957.11,,Nominated MP,0.0,0,196063957.11
RS,Andhra Pradesh,Shri Vijay Chintakayala,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Maharashtra,Shri Vinod Shridhar Tawde,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Madhya Pradesh,Shri Vivek K. Tankha,220563957.11,,Elected MP,0.0,0,220563957.11
RS,Andhra Pradesh,Shri Yerram Venkata Subba Reddy,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Manipur,Smt. Adhikarimayum Sharda Devi,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Uttar Pradesh,Smt. Darshana Singh,196994373.87,,Elected MP,0.0,0,196994373.87
RS,Uttar Pradesh,Smt. Geeta alias Chandraprabha,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Uttar Pradesh,Smt. Jaya Amitabh Bachchan,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Kerala,Smt. Jebi Mather Hisham,220563957.11,,Elected MP,0.0,0,220563957.11
RS,Chhattisgarh,Smt. Laxmi Verma,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Jharkhand,Smt. Mahua Maji,232524001.2,,Elected MP,0.0,0,232524001.2
RS,West Bengal,Smt. Mamata Thakur,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Maharashtra,Smt. Maya Chintaman Ivnate,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Madhya Pradesh,Smt. Maya Naroliya,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Karnataka,Smt. Nirmala Sitharaman,215972051.45,,Elected MP,0.0,0,215972051.45
RS,Kerala,Smt. P. T. Usha,196063957.11,,Nominated MP,1000000.0,2,195063957.11
RS,Chhattisgarh,Smt. Phulo Devi Netam,49000000.0,,Elected MP,0.0,0,49000000.0
RS,Tamil Nadu,Smt. Rajathi,89248285.42,,Elected MP,0.0,0,89248285.42
RS,Chhattisgarh,Smt. Ranjeet Ranjan,246780257.87,,Elected MP,0.0,0,246780257.87
RS,Haryana,Smt. Rekha Sharma,98000000.0,,Elected MP,0.0,0,98000000.0
RS,Telangana,Smt. Renuka Chowdhury,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Nagaland,Smt. S. Phangnon Konyak,206563957.11,,Elected MP,0.0,0,206563957.11
RS,Uttar Pradesh,Smt. Sadhna Singh,147000000.0,,Elected MP,0.0,0,147000000.0
RS,West Bengal,Smt. Sagarika Ghose,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Uttar Pradesh,Smt. Sangeeta Yadav,196063957.11,,Elected MP,0.0,0,196063957.11
RS,Uttar Pradesh,Smt. Seema Dwivedi,173830159.11,,Elected MP,0.0,0,173830159.11
RS,Rajasthan,Smt. Sonia Gandhi,147000000.0,,Elected MP,0.0,0,147000000.0
RS,Karnataka,Smt. Sudha Murty,147000000.0,,Nominated MP,0.0,0,147000000.0
RS,Odisha,Smt. Sulata Deo,196084721.4,,Elected MP,0.0,0,196084721.4
RS,Madhya Pradesh,Smt. Sumitra Balmik,196063957.11,,Elected MP,0.0,0,196063957.11
